,scores,labels
0,0.7141543030738831,0
1,0.4165259599685669,0
2,0.646273136138916,0
3,0.614780068397522,0
4,0.10497135668992996,0
5,0.09004321694374084,0
6,0.10860788077116013,0
7,0.10662508010864258,0
8,0.12190386652946472,0
9,0.09282543510198593,0
10,0.13638022541999817,0
11,0.17136400938034058,0
12,0.6066723465919495,0
13,0.40532585978507996,0
14,0.64545738697052,0
15,0.6296842694282532,0
16,0.059639398008584976,0
17,0.7787062525749207,0
18,0.09856635332107544,0
19,0.1336996704339981,0
20,0.3650595247745514,0
21,0.13207682967185974,0
22,0.2283078283071518,0
23,0.32829979062080383,0
24,0.16535285115242004,0
25,0.1309637576341629,0
26,0.15475131571292877,0
27,0.10664849728345871,0
28,1.0,0
29,0.9604855179786682,0
30,0.9577539563179016,0
31,0.9523019194602966,0
32,0.19229073822498322,0
33,0.3107140064239502,0
34,0.08964821696281433,0
35,0.1696532517671585,0
36,0.10690916329622269,0
37,0.248732790350914,0
38,0.13704842329025269,0
39,0.11919194459915161,0
40,0.20638641715049744,1
41,0.20638641715049744,1
42,0.20591196417808533,1
43,0.20638646185398102,1
44,0.0,1
45,0.002822339301928878,1
46,0.006628815550357103,1
47,0.0024728518910706043,1
48,0.004372117575258017,1
49,0.004372117575258017,1
50,0.0038590149488300085,1
51,0.00437209103256464,1
52,0.004372117575258017,1
53,0.004372117575258017,1
54,0.00327422097325325,1
55,0.004372117575258017,1
56,0.1484220176935196,1
57,0.1484220176935196,1
58,0.14739619195461273,1
59,0.1484220176935196,1
60,0.19474515318870544,1
61,0.19868610799312592,1
62,0.1864568442106247,1
63,0.18979360163211823,1
64,0.42553287744522095,1
65,0.4123813807964325,1
66,0.4699135720729828,1
67,0.3760036826133728,1
68,0.07756943255662918,1
69,0.08956271409988403,1
70,0.07472233474254608,1
71,0.07270276546478271,1
72,0.06031698361039162,1
73,0.060317009687423706,1
74,0.060509826987981796,1
75,0.06031698361039162,1
76,0.2979156970977783,1
77,0.2979156970977783,1
78,0.3071368634700775,1
79,0.2979156970977783,1
